@relation camel-0-train3

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data
1,1,4,2,24,24,78.75,0,1,243.96,1.25,5504,2281.86,2826,-1
1,2,4,1.97848,19,19,60.25,0,1,364.32,1,5505,2282.81,2831,-1
1,3,4,1.72138,80,40,469.5,0,10,93.29,42,5506,2283.81,2827,1
3,15,21,3.97678,33,43,172.19,0,10,0,8.38,308,217.08,270,-1
1,3,4,1.72138,80,40,469.75,0,10,128.6,41.5,5507,2284.79,2828,1
1,2,2,0.811278,8,8,100,0,2,0.11,2.5,99,92.41,44,-1
1,2,2,0.811278,1,7,88.5,0,8,0.81,12,101,94.22,45,-1
1,4,5,1.8164,56,14,548.6,0,15,222.11,73.6,5509,2284.08,2829,-1
1,3,4,1.72669,3,171,67.25,0,2,44.67,1,5511,2285.48,2833,-1
1,2,19,3.81081,87,293,126.68,0,2,57.04,0.32,5513,2287.09,2835,-1
4,12,18,3.53713,770,0,184.83,0,26,6.37,53.39,0,0,0,-1
2,2,2,1,8,0,379,0,13,6.77,122,5514,2285.74,2923,-1
1,1,1,0,3,1,658,0,10,16.38,70,5520,2286.96,2834,-1
1,1,1,0,2,2,115,0,2,48.66,2,5521,2285.77,2838,-1
1,5,12,2.71801,174,229,201.42,0,12,63.65,15.67,5522,2286.63,2835,-1
1,5,12,2.73356,174,224,189.75,0,11,66.51,14.75,5523,2287.62,2836,-1
1,1,1,0,60,0,0,0,0,0,0,5524,2288.09,2837,-1
1,1,1,0,1,1,130,0,4,0.03,21,16,11.74,10,-1
1,1,1,0,35,30,161,0,3,0.2,6,17,12.74,11,-1
1,1,1,0,1,1,107,0,1,31.92,1,5525,2287.14,2838,-1
2,4,9,2.52967,142,17,324.56,0,8,134.76,18.56,5529,2290.8,5682,-1
1,1,1,0,1,1,55,1,2,500.26,4,63,27.79,21,-1
1,1,1,0,4,0,261,0,2,53.93,7,5534,2292.63,2845,-1
2,4,9,2.7392,283,15,171.22,0,8,63.12,6.44,5536,2290.87,3138,-1
1,4,7,2.45894,211,3,36.86,0,3,11.22,2.86,5537,2291.86,2845,-1
2,3,3,1.14923,21,2,645,0,23,127.65,196.67,5540,2290.14,3101,-1
1,3,19,3.44228,29,76,86.05,0,2,313.04,0.42,317,221.95,200,-1
1,1,1,0,1,1,120,0,2,231.08,4,319,223.94,202,-1
1,1,1,0,1,1,120,0,2,231.08,4,320,224.94,203,-1
1,1,1,0,1,0,395,0,4,0.66,23,5544,2290.51,2847,-1
1,2,2,0.918296,6,6,514.5,0,17,13.67,203,386,265.5,31,-1
1,3,7,1.57481,135,25,99.14,0,6,312.3,11.14,2942,1091.91,1816,-1
1,2,2,0.800683,128,24,165.5,1,7,19.32,11.5,2943,1092.86,1817,-1
1,1,1,0,7,0,90,0,2,285.67,5,326,230.29,209,-1
1,2,2,0.99817,108,31,146.5,0,6,88.95,14,5545,2288.37,2848,-1
1,2,2,0.99817,108,31,146.5,0,6,88.95,14,5546,2289.34,2849,-1
2,2,2,0.811278,21,7,386.5,0,12,29.59,128.5,109,99.66,62,-1
2,6,7,2.35353,1,12,333,0,12,6.35,19.86,111,101.63,114,-1
1,2,2,1,2,0,542.5,0,18,1.23,214.5,965,466.54,114,-1
1,1,1,0,6,0,463,0,7,84.62,47,5552,2292.33,2854,-1
1,1,1,0,1,1,65,0,2,49,7,5553,2293.15,2855,-1
1,4,4,1.67943,285,0,27.25,0,9,3.68,26.75,5557,2296.94,2858,-1
1,3,5,1.89781,217,5,106,1,7,16.95,9.6,5558,2297.93,2859,-1
1,4,4,1.67943,285,0,30.5,0,10,12.79,23.5,5559,2298.88,2860,-1
0,0,0,0,0,0,0,0,0,0,0,5560,2299.88,0,-1
2,2,2,0.721928,5,5,951,0,23,27.21,295,112,102.36,68,-1
1,2,2,1,2,2,154,0,3,1.09,17,966,466.98,402,-1
2,6,10,3.24022,0,15,174.7,0,6,203.8,2.5,119,109.28,79,-1
2,2,2,0.970951,4,1,947.5,0,23,26.76,296,5566,2302.66,3119,-1
2,2,2,0.811278,2,6,420.5,0,18,142.98,124,5568,2304.62,422,-1
1,2,18,3.50129,86,259,95.11,0,3,18.47,0.39,5569,2305.14,2863,-1
2,3,3,1.58266,94,15,70.33,0,7,1.14,4.67,120,110.02,126,-1
2,3,3,1.58266,94,15,70.33,0,7,1.13,4.67,121,111.02,128,-1
1,1,1,0,2,2,883,0,8,44.88,159,5572,2305.76,2865,-1
1,1,1,0,1,1,89,0,5,2,19,5574,2307.66,2857,-1
1,1,1,0,19,6,105,0,1,42.01,1,5575,2308.43,2866,-1
1,3,6,2.18704,244,2,33.33,1,1,29.62,0.17,5577,2310.28,2859,-1
1,1,1,0,44,0,0,0,0,0,0,5578,2308.38,203,-1
1,1,1,0,5,1,78,0,1,1.97,1,967,465.78,145,-1
1,2,2,0.995727,11,2,358.5,1,9,65.67,25.5,2949,1092.63,1820,-1
1,2,2,0.995727,11,2,360,1,9,152.31,23,2951,1093.72,1822,-1
1,1,1,0,1,1,1741,0,22,4.71,557,31,21.74,5,-1
1,1,1,0,1,1,1691,0,19,4.71,486,32,22.74,6,-1
1,3,4,0.876681,104,7,142.75,1,8,244.93,14.75,968,465.25,403,-1
1,3,4,0.876681,104,7,142.5,1,7,267.96,13.75,970,467.21,405,-1
2,2,2,0.168661,40,40,1015,0,23,3.55,343,387,263.09,70,-1
1,1,1,0,2,74,319,0,10,56.53,101,327,228.21,210,-1
1,1,1,0,6,2,1807,0,23,1.08,592,328,228.95,62,-1
1,1,1,0,2,0,303,0,9,80.2,46,2953,1088.59,1824,-1
2,3,4,1.87839,86,35,68.75,0,3,20.17,1.75,5585,2295.74,3072,-1
1,2,2,0.391244,9,4,246,0,3,0,2,331,230.44,213,-1
1,2,2,0.984013,245,4,1035,0,9,127.85,59.5,5588,2295.49,2862,-1
1,1,1,0,102,40,433,0,1,1,2,24,18.96,20,-1
1,2,2,0.993234,27,4,602,0,13,77.06,85.5,5590,2296.77,2864,-1
1,1,1,0,38,3,87,0,4,404.15,16,334,232.39,44,-1
1,1,1,0,6,0,758,0,8,19.14,48,5595,2295.97,2873,-1
2,2,4,0.847452,154,4,91.75,0,3,4.31,2,5596,2296.7,3080,-1
1,1,1,0,0,1,740,0,16,0.03,231,141,86.58,5,-1
2,17,20,4.07934,21,17,237.65,0,20,222.24,22.6,976,465.91,974,-1
3,5,5,1.59397,109,0,626.8,0,25,3.23,167.2,977,466.76,398,-1
1,1,1,0,17,8,1304,0,9,4.93,113,5598,2289.66,2868,1
1,2,2,0.845351,20,2,732.5,0,8,51.43,27.5,5599,2290.6,2869,-1
1,2,2,0.845351,20,2,729.5,0,8,121.01,26.5,5600,2291.57,2870,-1
1,2,2,0.468996,7,3,30.5,0,3,288.34,3.5,980,469.27,409,-1
0,0,0,0,0,0,0,0,0,0,0,994,482.99,0,-1
0,0,0,0,0,0,0,0,0,0,0,998,486.97,0,-1
1,4,4,2,4,4,220,0,12,2.92,74.75,337,233.23,217,-1
1,2,2,0.991076,55,17,186,0,6,244.44,15,338,234.09,218,-1
1,5,9,2.91852,441,1,20.44,0,1,121.9,0.22,19,10.36,18,-1
0,0,0,0,0,0,0,0,0,0,0,1004,491.57,0,-1
0,0,0,0,0,0,0,0,0,0,0,1005,492.57,0,-1
1,1,1,0,6,0,471,0,7,17.39,48,1006,493.56,574,-1
1,2,2,1,6,2,78.5,0,5,410.04,12,1007,494.56,417,-1
0,0,0,0,0,0,0,0,0,0,0,1010,497.53,0,-1
1,2,4,1.72297,17,2,68.75,0,1,0.87,0.25,21,12.35,20,-1
1,1,2,0.970951,2,3,71.5,0,1,0.01,1,22,13.35,21,-1
1,2,2,0.918296,2,4,104,0,1,0.01,2,24,15.35,23,-1
0,0,0,0,0,0,0,0,0,0,0,1012,499.5,0,-1
3,5,5,1.59397,109,0,598.8,0,23,7.69,157.6,1014,501.49,404,-1
3,6,7,1.44399,56,57,474.14,0,22,1.33,86.57,1016,503.23,866,-1
1,1,1,0,9,1,64,0,5,201.96,8,19,13.94,13,-1
1,2,2,0.629249,13,6,230,0,7,0.99,15.5,344,238.61,224,-1
1,3,5,1.36687,100,3,618.6,0,12,51.66,41,5609,2284.95,2878,-1
1,1,1,0,9,35,410,0,1,0.01,1,5612,2287.38,2880,-1
1,1,1,0,3,3,255,0,8,0.3,37,345,239.1,225,-1
1,2,3,0.985477,100,17,181.33,0,2,33.9,1.67,1017,501.65,577,-1
1,1,1,0,1,1,1851,0,23,0,600,5619,2292.31,264,-1
1,1,1,0,236,33,167,1,4,105.71,9,396,264.35,106,-1
1,1,1,0,3,0,916,0,9,119.14,92,5622,2294.35,2880,-1
1,2,3,0.668895,116,3,348.33,0,7,146.41,26,5625,2295.25,2883,-1
1,2,3,0.668895,116,3,330,0,7,157.25,25.33,5626,2296.25,2884,-1
1,2,4,1.94636,44,14,312,0,13,87.83,42,5628,2298.15,2887,-1
1,2,5,2.05517,28,4,516,0,12,93.03,39.4,5630,2300.12,2885,1
1,3,4,1.43957,127,7,634.5,0,15,104.17,88,5632,2301.9,2886,-1
1,3,4,1.43957,127,7,626.5,0,15,104.17,85.25,5634,2303.89,2887,-1
1,3,8,2.44249,117,63,135,1,8,183.14,3.88,5638,2304.43,2893,1
1,4,6,2.09382,92,41,204.33,0,8,180.23,5.67,5639,2305.42,2894,-1
1,2,9,3.00851,98,97,127.67,1,8,85.45,3.56,5641,2307.31,2896,1
1,2,9,3.00851,98,97,127.67,1,8,85.45,3.56,5642,2308.3,2897,1
1,1,2,0.918296,49,14,272.5,0,8,328.83,38.5,5644,2307.07,2898,-1
1,1,4,1.56644,84,71,307.75,0,3,49.71,1.25,5645,2307.93,2899,1
1,2,2,0.995727,26,0,1040,0,11,23.22,75,5647,2307.95,2889,-1
1,1,1,0,3,0,39,0,1,0.01,1,5650,2310.89,208,-1
1,3,3,1.52193,2,3,303,1,9,0.05,19.33,2961,1074.9,1832,-1
1,3,3,0.73038,32,3,293.33,1,9,153.54,17.33,2962,1075.88,1833,-1
1,2,2,0.605187,27,0,301.5,0,7,135.49,25.5,5652,2309.8,2891,-1
1,2,3,1.3774,166,7,359.33,1,8,6.82,23.67,5655,2312.6,2894,-1
2,4,4,1.18256,202,0,112,0,6,122.35,15,5659,2316.27,5801,-1
0,0,0,0,0,0,0,0,0,0,0,1021,500.76,0,-1
1,2,3,0.985477,100,17,182,0,1,10.05,1.33,1023,502.75,578,-1
1,2,4,1.8168,36,31,153,0,6,276.12,2.25,1024,503.75,579,-1
2,2,2,0.918296,5,4,486,0,11,35.65,46,1025,504.75,1003,-1
1,2,2,0.973385,44,3,172,0,8,37.51,17,350,241.23,230,-1
1,2,2,0.954434,12,4,230.5,0,8,0,18.5,354,245.23,234,-1
1,2,2,0.629249,13,6,231,0,7,0,15,355,246.23,235,-1
1,1,1,0,3,3,255,0,8,0,37,357,248.23,237,-1
1,1,1,0,1,1,255,0,8,0,38,358,249.23,238,-1
1,2,2,0.991076,55,17,187.5,0,5,353.35,13,360,251.22,240,-1
1,2,2,0.60984,13,7,231.5,0,6,0,13.5,366,257.22,246,-1
1,1,1,0,173,112,222,0,3,0,9,370,261.22,250,-1
1,1,1,0,10,15,283,0,3,0,10,371,262.22,251,-1
1,1,1,0,15,6,201,1,2,29.04,4,374,265.19,254,-1
0,0,0,0,0,0,0,0,0,0,0,1029,508.6,0,-1
0,0,0,0,0,0,0,0,0,0,0,1030,509.6,0,-1
1,2,2,1,4,2,347.5,0,6,0.21,7.5,1032,511.56,584,-1
0,0,0,0,0,0,0,0,0,0,0,1035,514.38,0,-1
1,3,5,1.81342,454,203,63,0,5,8.35,2.6,5660,2313.65,2904,1
2,4,6,1.8019,60,8,260,0,11,34.24,23.33,5662,2315.36,2970,-1
3,13,17,3.39247,26,25,145.94,0,11,234.7,2.82,124,106.61,142,-1
2,29,53,4.69507,997,174,208.57,0,17,171.91,12.75,5669,2312.78,5809,1
1,1,1,0,1,1,68,0,3,0.54,5,2963,1069.7,240,-1
1,1,1,0,8,5,366,0,10,51.91,91,2964,1070.7,1834,-1
1,1,1,0,1,1,217,0,2,48.06,3,5670,2311.97,2909,-1
1,5,14,3.73379,122,441,88.07,0,7,0.56,3.36,5672,2313.87,2902,-1
1,1,1,0,12,6,601,0,5,0.03,19,5675,2316.56,2905,-1
1,1,1,0,0,8,100,0,1,0.16,1,5677,2318.15,2907,-1
1,2,2,0.836641,15,0,120,0,6,47.76,9,5678,2319.13,2911,-1
1,1,1,0,46,46,565,0,7,93.81,80,5679,2318.98,2908,-1
1,1,1,0,7,3,80,0,4,101.19,7,21,15.51,15,-1
1,2,2,1,2,2,277,0,5,155.6,8.5,5681,2319.82,2910,-1
1,1,1,0,2,0,146,0,6,1.59,23,5682,2320.72,2911,-1
1,1,10,3.15239,22,22,42.8,0,4,594.77,1.6,5684,2322.66,2912,-1
1,3,3,1.19818,7,6,1011.33,0,15,0.2,123,5685,2323.58,2913,-1
1,3,23,4.50489,12,32,87.74,0,9,331.44,4.57,5686,2324.56,2913,-1
0,0,0,0,0,0,0,0,0,0,0,5687,2325.38,0,-1
1,4,4,1.42491,71,6,242.5,0,6,444.99,13,5688,2326.38,2914,-1
1,1,1,0,2,1,607,0,5,1.03,20,5691,2329.25,2914,-1
1,2,3,1.38967,51,1,71.33,0,3,74.9,1.33,5697,2332.18,133,1
1,2,2,0.75617,91,10,216.5,1,6,119.38,25,5700,2335.14,2919,-1
1,2,3,1.35691,33,4,350.33,0,13,57.55,61,5702,2336.83,2921,-1
1,1,1,0,2,1,172,0,1,0.01,1,5704,2338.63,2923,-1
1,2,3,1.18538,226,0,110.67,0,6,59.31,9.67,5710,2344.42,2929,-1
1,1,1,0,2,2,386,0,10,0.02,81,5712,2346.06,2931,-1
1,1,1,0,1,1,1851,0,23,4.28,603,2969,1072.34,164,-1
1,5,14,3.73379,122,441,88.07,0,7,0,3.36,5715,2348.91,2934,-1
1,1,1,0,2,2,1423,0,11,0,142,5716,2349.9,2935,-1
1,1,1,0,1,1,1747,0,22,6.81,565,2971,1073.84,165,-1
1,2,2,0.99901,12,15,153,0,2,3.83,1,2972,1074.41,1839,-1
1,3,4,1.90019,27,28,121.5,0,7,77.22,5,27,20.9,23,-1
1,1,1,0,1,1,141,1,1,294.96,1,5719,2347.33,2923,-1
1,3,3,1.15234,105,1,31.67,1,2,126.27,1.67,5720,2347.6,2936,-1
1,2,2,0.932708,48,18,1240.5,1,15,2.05,177.5,5724,2349.18,2938,-1
1,1,1,0,2,2,1372,0,11,0.01,135,5729,2354.09,2943,-1
1,1,2,0.918296,12,0,743.5,0,11,20.67,58,5733,2357.34,2946,-1
1,1,1,0,12,0,1159,0,8,11.37,57,5735,2359.31,2948,-1
2,4,6,1.84274,190,6,282.17,0,11,101.74,36,5737,2358.89,5879,-1
1,2,3,1.35691,33,4,348.33,0,12,110.3,59.67,5738,2359.88,2951,-1
1,12,22,4.41672,49,27,258.09,1,16,253.93,19.18,5739,2360.84,2952,-1
1,12,22,4.41672,49,27,254.77,1,15,247.19,18.86,5740,2361.83,2953,-1
1,1,1,0,1,1,80,0,5,726.07,14,3,2.88,0,-1
1,1,1,0,1,1,80,0,5,726.08,14,4,3.88,1,-1
1,1,1,0,1,1,80,1,5,726.09,14,5,4.88,2,-1
1,1,1,0,2,3,80,0,3,30.76,5,5747,2368.46,303,-1
1,5,8,2.64991,48,34,116.63,0,8,303.49,7.75,5748,2369.46,2955,-1
0,0,0,0,0,0,0,0,0,0,0,1037,506.86,0,-1
0,0,0,0,0,0,0,0,0,0,0,1043,512.81,0,-1
0,0,0,0,0,0,0,0,0,0,0,1044,513.81,0,-1
2,4,4,1.26883,31,32,151,0,3,32.83,3.5,1046,515.78,1016,-1
1,5,8,2.64991,48,34,116.63,0,7,304.08,7.63,5751,2370.11,2956,-1
1,1,1,0,9,3,100,0,5,132.89,9,5757,2375.91,2937,-1
1,2,4,1.92881,24,8,124.5,1,4,0.06,1.75,5758,2376.81,2959,-1
1,2,2,0.362051,1,28,254,0,10,110.16,47,5761,2379.65,2962,-1
1,2,2,0,0,0,18,0,2,1717.81,1,5762,2380.53,2963,-1
1,1,1,0,3,2,206,0,3,122.82,6,5764,2382.16,2938,-1
2,6,8,2.23473,117,71,286,0,11,263.6,24,5767,2384.16,5907,-1
1,6,9,2.4089,187,746,99.67,0,4,49.55,1.33,1050,518.93,591,-1
1,1,1,0,1,1,1851,0,23,1.9,607,5768,2383.34,270,-1
1,1,1,0,2,2,1851,0,23,0,608,5769,2384.33,271,-1
1,2,2,0.932112,22,1,99.5,0,3,0.77,3.5,1053,521.24,594,-1
3,4,4,1.42665,35,24,736.5,0,25,20.51,196,397,256.46,276,-1
1,4,8,2.48061,372,15,154.88,1,9,87.6,14.25,5774,2385.44,2969,1
1,2,2,0.738285,22,2,536,0,6,111.43,8.5,376,259.67,256,-1
1,1,1,0,1,1,137,1,2,7.25,4,379,262.65,259,-1
1,1,1,0,1,1,137,1,2,4.33,4,380,263.65,260,-1
1,3,3,1.52193,5,5,77,0,8,181.89,5.67,2973,1066.58,1840,-1
1,1,1,0,1,1,119,0,5,433.32,15,5777,2386.04,2945,-1
1,6,14,2.6614,359,43,164.29,1,12,134.84,22.71,5780,2388.69,2973,1
2,3,4,1.84237,7,7,197.5,0,9,219.57,35.75,5781,2389.64,5921,-1
1,1,1,0,0,23,893,0,9,2.63,149,143,84.57,77,-1
2,6,11,3.13932,10,25,157.64,0,9,89.59,12.55,128,107.56,138,-1
1,1,1,0,1,1,884,0,9,30.3,161,5784,2389.54,2949,-1
2,2,4,2,4,4,545.25,0,24,0.01,155.5,5787,2392.4,3225,-1
1,1,1,0,131,0,0,0,0,0,0,5788,2393.34,2953,-1
1,1,1,0,4,2,556,1,3,46.6,31,5790,2395.2,2955,-1
1,3,3,1.07749,88,0,13.33,0,2,4.93,1.67,5793,2398.16,2956,-1
1,4,4,1.94401,10,9,164.25,0,3,41.59,2,130,109.34,77,-1
1,1,1,0,1,1,1851,0,23,0.2,612,5796,2400.71,274,-1
1,1,1,0,6,5,127,0,4,0.04,11,5797,2401.63,2959,-1
2,2,3,0.876958,59,18,923.33,0,24,85.6,213.67,399,257.25,253,-1
1,1,1,0,1,1,215,0,8,0.7,29,5800,2401.81,2962,-1
1,2,2,0.918296,1,5,75,0,2,161.66,2,5801,2402.63,2963,-1
1,1,1,0,1,1,1851,0,23,0.59,614,5802,2403.63,275,-1
1,2,2,0.985228,4,3,163.5,1,10,128,55.5,5803,2404.13,2964,-1
1,4,5,2.05828,34,42,133.4,1,10,413.81,25,5804,2404.95,2965,-1
1,3,4,1.71981,26,24,103.25,1,6,517.98,6.5,5807,2405.44,2968,-1
2,5,5,2.13342,189,16,83.4,0,7,110.85,6.4,5808,2406.31,3282,1
1,2,2,0.33729,77,3,84,1,4,122.01,9.5,5811,2408.68,2980,1
1,1,2,0.998814,148,0,0,0,0,0,0,5814,2411.51,2983,-1
1,1,1,0,0,6,450,0,11,28.81,204,5819,2414.21,2970,-1
2,13,28,4.80735,0,448,21.79,0,6,1331.08,0.5,5821,2415.85,276,-1
2,13,28,4.80735,0,448,21.79,0,6,1331.08,0.5,5822,2416.83,278,-1
2,2,2,0.179256,73,1,197,0,8,44.01,30,381,262.26,309,-1
2,7,11,2.91286,267,37,296,0,14,60.08,12.45,5823,2417.31,5959,-1
1,2,3,1.58129,22,18,79.67,0,5,328.45,2.67,5824,2415.67,2988,-1
1,1,1,0,31,17,485,1,7,5,58,5825,2416.67,2989,-1
1,3,3,1.42332,72,22,520.67,0,6,92.09,12,5829,2420.26,2973,-1
1,1,1,0,1,1,73,0,5,0.28,8,5830,2420.71,2993,-1
1,2,15,2.38258,53,67,65,0,2,85.32,0.27,5833,2423.44,2975,-1
1,1,1,0,1,1,136,0,5,118.6,19,5834,2422.28,9,-1
1,1,1,0,9,0,123,0,3,728.2,7,133,111.02,66,-1
1,1,1,0,22,21,340,0,5,7.06,19,134,112.01,67,-1
1,1,1,0,8,0,1171,0,8,11.01,58,5835,2422.02,2996,-1
1,3,4,1.56405,119,12,419.25,0,7,1.23,12.75,5837,2422.05,2997,-1
1,1,1,0,4,4,1747,0,22,5.53,567,5838,2422.52,277,-1
1,1,1,0,1,1,1747,0,22,0.02,568,5840,2424.45,279,-1
1,1,1,0,7,2,989,0,13,5.74,80,5841,2424.91,2977,-1
1,1,1,0,7,2,992,0,12,5.71,78,5842,2425.9,2978,-1
1,3,3,1.03514,24,5,204,0,5,151.28,11.33,5843,2424.31,2998,-1
1,3,5,1.74142,35,3,680,0,16,93.18,90.8,5848,2425.73,3001,-1
1,3,5,1.74142,35,3,673.2,0,16,93.06,88.2,5849,2426.72,3002,-1
1,1,1,0,8,0,128,0,4,8.19,12,138,115.19,81,-1
2,2,2,0.918296,1,5,327.5,0,10,9.08,49.5,139,116.16,151,-1
2,2,2,0.811278,21,7,356.5,0,13,13.52,118,140,116.76,85,-1
2,2,2,1,2,2,1429.5,0,24,22.9,489,401,254.59,64,-1
1,1,1,0,3,8,1008,0,13,0,457,404,257.59,24,-1
1,1,1,0,12,1,163,0,19,31.71,233,408,261.59,216,-1
2,4,4,1.29836,19,18,570.5,0,23,43.29,169.5,409,262.59,260,-1
1,1,1,0,4,2,122,0,2,11.31,9,411,264.33,218,-1
1,1,1,0,4,2,479,0,5,116.82,25,5854,2420.5,2983,-1
1,1,1,0,4,2,480,0,5,269.94,24,5856,2422.5,2984,-1
2,2,2,0.650022,11,1,1007.5,0,23,7.53,315,412,265.27,263,-1
3,3,3,1.34859,10,1,783.33,0,23,7.02,249.33,418,271.19,298,-1
1,1,1,0,1,1,88,0,3,133.34,31,145,84.73,6,-1
1,1,1,0,1,1,1793,0,23,0.47,624,5857,2420.91,281,-1
1,1,1,0,1,1,88,0,4,27.11,38,146,85.72,7,-1
1,1,1,0,1,1,88,0,5,0,39,147,86.72,8,-1
1,1,1,0,3,0,826,0,18,33.67,255,2975,1051.79,169,-1
1,2,2,0.918296,2,1,47,0,2,10.71,1,90,36.62,3,-1
1,2,2,0.439497,49,17,158.5,1,4,438.07,8,385,261.34,265,-1
1,1,1,0,2,1,758,0,6,120.79,47,142,117.92,85,-1
1,1,1,0,15,11,830,0,18,2.01,257,91,37.53,4,-1
1,2,2,0.102158,75,0,10.5,0,5,0.09,3,391,266.3,271,-1
1,1,2,0.863121,4,3,195,1,5,230.65,13.5,5869,2422.33,2992,-1
1,1,2,0.863121,4,3,195,1,4,253.39,13,5871,2424.32,2994,-1
2,2,2,0.918296,1,8,1403.5,0,24,6.55,496,392,264.89,89,-1
1,2,2,0.391244,25,1,123,1,4,343.31,10.5,1057,506.29,597,-1
1,2,6,2.14626,55,15,399.5,0,13,303.2,35.17,423,271.86,225,-1
1,2,3,0.889234,81,27,153.67,1,9,29.99,11.33,1058,506.23,598,1
1,2,3,0.889234,81,27,150,1,8,49.88,10.67,1059,507.23,599,1
1,1,1,0,4,1,1455,0,11,24.36,146,2984,1049.84,653,-1
1,4,4,0.975837,114,14,410.75,0,10,0.05,42.5,5875,2403.94,3005,-1
1,1,1,0,113,0,0,0,0,0,0,5877,2403.52,3007,-1
1,2,3,1.50456,28,33,487.67,0,8,91.43,19,5880,2405.94,3010,-1
2,5,6,2.21936,125,1,253.67,0,8,98.12,10,5883,2408.64,6009,-1
1,1,2,0.845351,30,3,427.5,0,9,101.43,46,5884,2409.58,2997,-1
1,2,4,1.15445,91,7,185,1,10,21.04,25.75,5887,2411.86,3014,-1
1,3,9,2.78079,87,23,204.44,0,8,177.64,9.67,5891,2413.77,3018,-1
1,1,1,0,1,2,109,0,1,167.98,9,5893,2415.6,3020,-1
1,1,1,0,22,2,101,0,1,198.77,3,2988,1049.55,656,-1
1,1,1,0,5,25,85,0,3,150.95,6,5894,2416.23,2999,-1
1,1,1,0,1,1,74,0,1,9.79,1,5895,2417.1,3000,-1
1,1,1,0,2,0,127,0,2,211.05,3,5897,2416.72,3002,-1
1,2,2,0.996792,5,10,218.5,0,4,195.57,3.5,5901,2420.15,3006,-1
1,2,2,0.996792,5,10,216,0,3,212.71,2.5,5902,2421.15,3007,-1
1,1,1,0,6,2,322,0,9,37.31,26,425,271.34,226,-1
1,3,3,1.58496,3,3,96,0,4,183.37,13.33,5905,2421.3,308,-1
1,4,5,1.9267,174,1,9.6,1,5,42.89,1.6,5907,2423.11,3008,-1
1,1,1,0,2,0,118,0,2,90.4,6,5910,2425.63,3011,-1
2,5,7,2.45094,114,20,535,1,16,101.13,58.57,5911,2426.28,6033,-1
2,3,5,2.07788,38,20,742,1,16,159.74,78.6,5912,2427.25,6035,-1
1,1,1,0,3,1,341,0,5,21.23,20,5916,2430.9,3025,-1
1,1,1,0,76,0,0,0,0,0,0,5917,2431.88,3026,-1
1,2,2,0.692419,67,3,162,1,9,2.09,36.5,5918,2432.82,3027,-1
1,1,1,0,1,1,331,0,9,0.01,74,5921,2435.8,3030,-1
1,1,1,0,83,0,0,0,0,0,0,5922,2435.42,3015,-1
1,2,3,1.08631,16,1,121.33,0,3,373.03,3.33,5924,2437.4,3017,-1
1,2,3,1.52193,18,2,1456.33,0,17,63.91,151.33,5931,2443.37,3031,-1
2,2,2,0.918296,2,1,1040,0,24,3.76,385.5,5933,2445.31,425,-1
2,5,6,2.15409,21,14,262.5,1,7,183.83,7.83,5934,2446.06,3332,-1
1,2,3,1.01592,122,67,77.33,0,2,184.57,3,5935,2447.05,313,-1
2,5,6,2.15409,21,14,262.5,1,7,183.82,7.33,5936,2448.05,3335,-1
1,1,1,0,5,5,57,0,1,0,1,5938,2449.85,3023,-1
2,4,17,3.85009,266,2,60.82,0,4,351.74,1.41,5939,2450.84,3340,-1
2,3,3,1.49582,24,10,348,0,7,0.07,12.33,5942,2453.75,3345,-1
1,1,1,0,0,2,88,0,2,0,5,5944,2455.75,3029,-1
1,1,1,0,1,1,150,0,9,0.98,112,398,266.47,274,-1
1,1,1,0,15,9,138,0,1,0.01,2,5946,2455.06,3030,-1
1,3,4,0.675006,100,9,218.25,0,3,0.31,3.5,99,44.72,62,-1
1,1,1,0,1,1,150,0,9,0.83,113,2989,1045.45,1846,-1
1,1,1,0,3,2,182,0,5,0,5,2991,1047.45,244,-1
1,1,1,0,0,1,720,0,3,0.18,12,144,115.84,87,-1
0,0,0,0,0,0,0,0,0,0,0,145,116.69,0,-1
3,6,10,2.70827,223,129,245.1,0,24,174.16,81.9,5952,2457.5,3463,-1
1,1,1,0,11,0,73,0,2,151.42,31,5953,2455.23,3035,-1
1,1,1,0,2,3,148,0,2,5.02,3,5954,2456.2,3036,-1
1,3,4,1.50326,18,0,232.75,0,12,6.19,52.5,5957,2459.12,3039,-1
1,1,1,0,0,1,475,0,11,0,207,5958,2460.12,3040,-1
1,1,1,0,15,8,136,0,2,30.13,3,5959,2461.09,3032,-1
1,1,2,1,2,2,200.5,0,2,364.86,1.5,5961,2462.82,3034,-1
1,1,1,0,17,3,196,0,3,156.89,4,5963,2464.73,3042,-1
1,1,1,0,1,1,150,0,9,2.39,114,2994,1047.51,1848,-1
1,1,4,1.67742,21,11,213,0,2,92.11,1.5,5965,2463.63,3036,-1
1,2,2,0.706274,18,8,92,0,2,0.91,3.5,5967,2465.53,3044,-1
3,15,35,4.73954,3305,0,79.97,0,27,1.14,26.29,21,14.75,20,1
1,1,1,0,1,0,367,0,8,35.66,76,150,86.86,80,-1
1,2,5,1.90504,266,6,92.6,0,3,62.04,2.8,5973,2467.36,3047,1
